step,accuracy,iou,precision,dice,recall,CrossEntropy
1,0.9088217000807485,0.009933925444079984,0.06938525685860265,0.017205515395729773,0.04316994547843933
1,,,,,,2.9126813411712646
2,,,,,,2.726580858230591
3,,,,,,2.603620767593384
4,,,,,,2.416233539581299
5,,,,,,2.336005926132202
6,,,,,,2.3805091381073
7,,,,,,2.207758665084839
8,,,,,,2.201709747314453
9,,,,,,2.1378366947174072
10,,,,,,2.0987486839294434
11,,,,,,2.0426056385040283
12,,,,,,1.9575237035751343
13,,,,,,2.051915407180786
14,,,,,,1.9418158531188965
15,,,,,,1.8704785108566284
16,,,,,,1.8692559003829956
17,,,,,,1.8223862648010254
18,,,,,,1.8269500732421875
19,,,,,,1.8366762399673462
20,,,,,,1.788986325263977
21,,,,,,1.6745905876159668
22,,,,,,1.7143367528915405
23,,,,,,1.7118408679962158
24,,,,,,1.6816070079803467
25,,,,,,1.6367791891098022
26,,,,,,1.7823373079299927
27,,,,,,1.7320133447647095
28,,,,,,1.67586350440979
29,,,,,,1.6320734024047852
30,,,,,,1.611946940422058
31,,,,,,1.6205847263336182
32,,,,,,1.6900172233581543
33,,,,,,1.5525081157684326
34,,,,,,1.5680047273635864
35,,,,,,1.5441205501556396
36,,,,,,1.6011180877685547
37,,,,,,1.4112623929977417
38,,,,,,1.521522879600525
39,,,,,,1.4965400695800781
40,,,,,,1.4852521419525146
41,,,,,,1.465286135673523
42,,,,,,1.457655668258667
43,,,,,,1.427991509437561
44,,,,,,1.4424077272415161
45,,,,,,1.4535088539123535
46,,,,,,1.4075580835342407
47,,,,,,1.341091513633728
48,,,,,,1.413627028465271
49,,,,,,1.404541254043579
50,,,,,,1.3457945585250854
51,,,,,,1.4586329460144043
52,,,,,,1.367957592010498
53,,,,,,1.3005661964416504
54,,,,,,1.335506558418274
55,,,,,,1.4643768072128296
56,,,,,,1.3300951719284058
57,,,,,,1.335598349571228
58,,,,,,1.3515162467956543
59,,,,,,1.2279479503631592
60,,,,,,1.2651264667510986
61,,,,,,1.3115373849868774
62,,,,,,1.3789904117584229
63,,,,,,1.3404496908187866
64,,,,,,1.2619802951812744
65,,,,,,1.2943111658096313
66,,,,,,1.3272629976272583
67,,,,,,1.3581074476242065
68,,,,,,1.234615445137024
69,,,,,,1.21331787109375
70,,,,,,1.3432507514953613
71,,,,,,1.3045575618743896
72,,,,,,1.207804799079895
73,,,,,,1.2340983152389526
74,,,,,,1.2829614877700806
75,,,,,,1.146292805671692
76,,,,,,1.2003788948059082
77,,,,,,1.1421277523040771
78,,,,,,1.173918604850769
79,,,,,,1.2169106006622314
80,,,,,,1.3044447898864746
81,,,,,,1.1847269535064697
82,,,,,,1.0917049646377563
83,,,,,,1.1040046215057373
84,,,,,,1.208040475845337
85,,,,,,1.1778044700622559
86,,,,,,1.0571086406707764
87,,,,,,1.1502104997634888
88,,,,,,1.0626373291015625
89,,,,,,1.1752231121063232
90,,,,,,1.20374596118927
91,,,,,,1.1070959568023682
92,,,,,,1.1380324363708496
93,,,,,,1.0985578298568726
94,,,,,,1.1596097946166992
95,,,,,,1.1087812185287476
96,,,,,,1.0369211435317993
97,,,,,,1.0725280046463013
98,,,,,,1.0279858112335205
99,,,,,,1.0924689769744873
100,,,,,,1.003244161605835
101,,,,,,1.1243062019348145
102,,,,,,1.0039446353912354
103,,,,,,1.0626190900802612
104,,,,,,0.9742431044578552
105,,,,,,0.985390841960907
106,,,,,,1.0426441431045532
107,,,,,,1.0101616382598877
108,,,,,,0.9496620297431946
109,,,,,,1.3461668491363525
110,,,,,,1.0051614046096802
111,,,,,,1.068884253501892
112,,,,,,0.9551088213920593
113,,,,,,1.0339285135269165
114,,,,,,1.0695838928222656
115,,,,,,1.04766047000885
116,,,,,,1.0078777074813843
117,,,,,,1.0374093055725098
118,,,,,,1.094613790512085
119,,,,,,1.1034616231918335
120,,,,,,1.0121140480041504
121,,,,,,1.1654199361801147
122,,,,,,1.0426002740859985
123,,,,,,0.9952678680419922
124,,,,,,1.1451592445373535
125,,,,,,0.9123227596282959
126,,,,,,1.0192837715148926
127,,,,,,0.9783278107643127
128,,,,,,0.9450196027755737
129,,,,,,1.1563290357589722
130,,,,,,1.0477373600006104
131,,,,,,0.9652352333068848
132,,,,,,1.0268151760101318
133,,,,,,1.0624428987503052
134,,,,,,0.9589481353759766
135,,,,,,0.9336401224136353
136,,,,,,1.038957953453064
137,,,,,,0.8927972316741943
138,,,,,,1.014953374862671
139,,,,,,0.9663180708885193
140,,,,,,0.9424779415130615
141,,,,,,0.9546576738357544
142,,,,,,0.9008901715278625
143,,,,,,0.8824847936630249
144,,,,,,0.8543264865875244
145,,,,,,0.9052251577377319
146,,,,,,0.8857443928718567
147,,,,,,0.8427600264549255
148,,,,,,0.8476763367652893
149,,,,,,0.8827822208404541
150,,,,,,0.9981377720832825
151,,,,,,1.0608526468276978
152,,,,,,0.9419008493423462
153,,,,,,0.8310366868972778
154,,,,,,0.9841445088386536
155,,,,,,0.9049500823020935
156,,,,,,0.8818621635437012
157,,,,,,0.8174228072166443
158,,,,,,0.9169009327888489
159,,,,,,0.8932559490203857
160,,,,,,0.9037266373634338
161,,,,,,0.8374066352844238
162,,,,,,0.8537182211875916
163,,,,,,0.7680167555809021
164,,,,,,0.8733168840408325
165,,,,,,0.8304145336151123
166,,,,,,0.8005767464637756
167,,,,,,0.9545009732246399
168,,,,,,0.8569378852844238
169,,,,,,0.78202223777771
170,,,,,,1.0040525197982788
171,,,,,,0.8636439442634583
172,,,,,,0.8369351029396057
173,,,,,,0.8164100050926208
174,,,,,,0.8877191543579102
175,,,,,,0.94332355260849
176,,,,,,0.7796030044555664
177,,,,,,0.9683332443237305
178,,,,,,0.8920910954475403
